ppm,kHz,-30,100,160
403.6224976,161.5055062,7.461669922,16.99462891,-48.375
403.4318398,161.4292164,-115.8742676,8.514160156,-38.234375
403.2411821,161.3529266,-203.4086914,-41.25561523,-23.9375
403.0505243,161.2766368,-158.0964355,-64.19287109,-32.81640625
402.8598665,161.200347,-50.53515625,-25.80566406,-67.01171875
402.6692088,161.1240572,-3.147460938,18.1315918,-74.8046875
402.478551,161.0477674,-25.88842773,4.049560547,-32.52734375
402.2878932,160.9714776,-40.66040039,-40.59423828,-4.22265625
402.0972355,160.8951878,-16.12207031,-36.55175781,-46.2734375
401.9065777,160.818898,6.685546875,22.43896484,-97.203125
401.7159199,160.7426082,4.327392578,48.61645508,-54.25390625
401.5252622,160.6663184,5.774169922,-15.20141602,62.234375
401.3346044,160.5900286,25.85253906,-103.9941406,118.8515625
401.1439466,160.5137388,28.07861328,-111.2124023,48.75
400.9532888,160.437449,-14.91381836,-30.51000977,-66.49609375
400.7626311,160.3611592,-66.36376953,42.96533203,-116.4648438
400.5719733,160.2848694,-70.66210938,47.00927734,-86.546875
400.3813155,160.2085796,-31.94091797,25.50537109,-30.55078125
400.1906578,160.1322898,-6.633789063,46.89892578,13.62890625
400,160.056,-21.58349609,101.2871094,33.79296875
399.8093422,159.9797102,-37.57519531,119.5043945,18.13671875
399.6186845,159.9034204,-7.946533203,68.72900391,-26.20703125
399.4280267,159.8271306,53.87646484,-8.296386719,-54.5703125
399.2373689,159.7508408,89.68066406,-39.25854492,-28.6015625
399.0467112,159.674551,66.17749023,13.55908203,32.28125
398.8560534,159.5982612,4.787597656,118.7497559,71.0234375
398.6653956,159.5219714,-51.39306641,189.2995605,55.109375
398.4747378,159.4456816,-72.83496094,158.197998,3.36328125
398.2840801,159.3693918,-47.98046875,62.53662109,-34.9140625
398.0934223,159.293102,11.24658203,16.45068359,-19.09765625
397.9027645,159.2168122,56.39013672,68.67236328,43.4375
397.7121068,159.1405224,33.1953125,132.8510742,93.21875
397.521449,159.0642326,-46.66870117,112.4621582,82.9296875
397.3307912,158.9879428,-97.89331055,46.0300293,44.86328125
397.1401335,158.911653,-66.03613281,42.16821289,48.15234375
396.9494757,158.8353632,-12.06298828,101.6193848,85.37109375
396.7588179,158.7590734,-36.44140625,118.8308105,70.7421875
396.5681602,158.6827836,-133.4836426,64.99804688,-19.2890625
396.3775024,158.6064938,-191.0800781,41.94604492,-81.265625
396.1868446,158.530204,-142.973877,106.1594238,-25.0546875
395.9961868,158.4539142,-48.20361328,160.5600586,81.6640625
395.8055291,158.3776244,9.912109375,109.9404297,97.4921875
395.6148713,158.3013346,31.57739258,25.44140625,2.52734375
395.4242135,158.2250448,53.96777344,35.74243164,-84.17578125
395.2335558,158.148755,59.66601563,121.7060547,-73.015625
395.042898,158.0724652,11.64550781,155.2709961,1.17578125
394.8522402,157.9961754,-55.07470703,107.9326172,60.30859375
394.6615825,157.9198856,-65.23681641,74.88696289,73.828125
394.4709247,157.8435958,-19.07055664,93.52075195,46.44140625
394.2802669,157.767306,7.060058594,88.16748047,-6.83203125
394.0896092,157.6910162,-17.51025391,31.02832031,-40.37109375
393.8989514,157.6147264,-38.54980469,13.48388672,-1.78515625
393.7082936,157.5384366,-22.75195313,83.09887695,84.6015625
393.5176358,157.4621468,-17.97167969,134.7585449,120.2421875
393.3269781,157.385857,-58.14770508,70.35009766,61.62109375
393.1363203,157.3095672,-80.7980957,-28.47241211,-11.74609375
392.9456625,157.2332774,-13.69335938,-15.08447266,-8.34375
392.7550048,157.1569876,101.6604004,93.85083008,53.09375
392.564347,157.0806978,154.9477539,142.6306152,91.98828125
392.3736892,157.004408,114.3830566,68.96972656,85.62890625
392.1830315,156.9281182,49.21679688,-19.99902344,68.7890625
391.9923737,156.8518284,10.31323242,-17.29589844,53.4921875
391.8017159,156.7755386,-27.11035156,54.48242188,29.87890625
391.6110582,156.6992488,-80.85693359,118.6420898,22.63671875
391.4204004,156.622959,-102.4106445,150.7075195,62.44921875
391.2297426,156.5466692,-53.5871582,156.7519531,111.7695313
391.0390848,156.4703794,11.15576172,122.6489258,103.2734375
390.8484271,156.3940896,8.304443359,48.40991211,52.35546875
390.6577693,156.3177998,-51.00463867,-15.91699219,44.5390625
390.4671115,156.24151,-71.21655273,-23.76953125,97.1328125
390.2764538,156.1652202,-11.25561523,12.32543945,123.390625
390.085796,156.0889304,52.51904297,57.0090332,69.16015625
389.8951382,156.0126406,35.63867188,101.9938965,1.69140625
389.7044805,155.9363508,-32.31005859,138.3447266,6.796875
389.5138227,155.860061,-53.39941406,126.7333984,64.26953125
389.3231649,155.7837712,-7.194580078,54.68286133,93.37109375
389.1325071,155.7074814,22.43041992,-10.07348633,74.6484375
388.9418494,155.6311916,-18.81298828,10.49804688,53.66015625
388.7511916,155.5549018,-66.52783203,96.99829102,52.37109375
388.5605338,155.478612,-34.77514648,154.7277832,48.51953125
388.3698761,155.4023222,49.69091797,135.8212891,30.9140625
388.1792183,155.3260324,88.90405273,82.65185547,10.6484375
387.9885605,155.2497426,63.79516602,51.14477539,-19.3359375
387.7979028,155.1734528,46.8737793,47.53808594,-75.0078125
387.607245,155.097163,60.58837891,51.6184082,-125.7617188
387.4165872,155.0208732,32.18237305,54.35107422,-106.40625
387.2259295,154.9445834,-64.95019531,54.45068359,-6.03125
387.0352717,154.8682936,-131.2861328,50.78759766,97.39453125
386.8446139,154.7920038,-89.43408203,49.03271484,118.1445313
386.6539561,154.715714,-25.43164063,48.63671875,53.9765625
386.4632984,154.6394242,-61.20776367,26.14819336,-21.8828125
386.2726406,154.5631344,-144.9904785,-29.52026367,-41.44140625
386.0819828,154.4868446,-119.4274902,-69.68969727,-0.34765625
385.8913251,154.4105548,18.78271484,-29.30834961,50.18359375
385.7006673,154.334265,94.3112793,71.39453125,58.6328125
385.5100095,154.2579752,20.59887695,128.3349609,24.33203125
385.3193518,154.1816854,-71.14648438,84.25219727,-9.05859375
385.128694,154.1053956,-48.13012695,3.215087891,-14.06640625
384.9380362,154.0291058,25.80810547,-24.44165039,-11.24609375
384.7473785,153.952816,26.42993164,-1.047119141,-22.953125
384.5567207,153.8765262,-16.18505859,8.390869141,-27.22265625
384.3660629,153.8002364,8.636474609,-13.63818359,1.33984375
384.1754051,153.7239466,82.56933594,-23.69555664,31.5
383.9847474,153.6476568,90.359375,1.959472656,15.97265625
383.7940896,153.571367,24.64086914,37.36572266,-21.4921875
383.6034318,153.4950772,-6.741455078,58.37915039,-11.32421875
383.4127741,153.4187874,30.21582031,70.21264648,48.2265625
383.2221163,153.3424976,60.03295898,75.58618164,83.546875
383.0314585,153.2662078,60.10107422,62.02099609,69.73828125
382.8408008,153.189918,91.93310547,33.40185547,71.35546875
382.650143,153.1136282,138.0085449,14.54638672,115.3671875
382.4594852,153.0373384,84.63598633,10.90893555,118.53125
382.2688275,152.9610486,-61.8684082,-0.313232422,21.6796875
382.0781697,152.8847588,-117.3769531,-25.1652832,-83.2265625
381.8875119,152.808469,9.130859375,-34.71362305,-71.37890625
381.6968541,152.7321792,146.4455566,-9.327636719,20.3203125
381.5061964,152.6558894,112.2077637,32.00244141,46.33203125
381.3155386,152.5795996,-6.850341797,66.73681641,-19.0546875
381.1248808,152.5033098,-15.01586914,100.6025391,-49.16015625
380.9342231,152.42702,61.69213867,137.7856445,17.62109375
380.7435653,152.3507302,38.65795898,147.5097656,71.3359375
380.5529075,152.2744404,-85.97363281,95.56152344,11.65625
380.3622498,152.1981506,-112.2998047,-2.72265625,-83.58984375
380.171592,152.1218608,17.95654297,-87.83911133,-76.328125
379.9809342,152.045571,110.8129883,-109.1896973,24.91015625
379.7902765,151.9692812,38.65161133,-60.80761719,94.23828125
379.5996187,151.8929914,-55.16235352,18.6328125,80.578125
379.4089609,151.8167016,-7.79296875,67.63964844,51.28515625
379.2183031,151.7404118,93.90112305,49.2644043,57.14453125
379.0276454,151.664122,74.24072266,-0.692871094,67.66796875
378.8369876,151.5878322,-39.23632813,0.239990234,55.921875
378.6463298,151.5115424,-86.453125,76.31860352,49.86328125
378.4556721,151.4352526,-49.61303711,143.1779785,68.12890625
378.2650143,151.3589628,-46.25952148,107.373291,84.97265625
378.0743565,151.282673,-89.21289063,-3.976318359,93.02734375
377.8836988,151.2063832,-66.70068359,-70.44873047,125.78125
377.693041,151.1300934,31.61181641,-31.30688477,177.5664063
377.5023832,151.0538036,71.80419922,50.11767578,176.7148438
377.3117255,150.9775138,7.877197266,88.36889648,93.75
377.1210677,150.901224,-25.35107422,81.29638672,6.62109375
376.9304099,150.8249342,64.89746094,78.33154297,-12.12109375
376.7397521,150.7486444,168.5351563,90.74243164,-9.625
376.5490944,150.6723546,144.6860352,85.55932617,-62.81640625
376.3584366,150.5960648,32.84301758,49.1315918,-125.7578125
376.1677788,150.519775,-30.81030273,10.01708984,-88.7890625
375.9771211,150.4434852,-14.77905273,-0.093505859,24.62109375
375.7864633,150.3671954,19.61865234,21.30615234,58.30078125
375.5958055,150.2909056,59.56347656,52.10424805,-42.6796875
375.4051478,150.2146158,127.9465332,61.0324707,-127.265625
375.21449,150.138326,170.2983398,27.27001953,-52.12109375
375.0238322,150.0620362,101.6381836,-30.44238281,98.45703125
374.8331745,149.9857464,-37.32202148,-52.11425781,127.8515625
374.6425167,149.9094566,-103.3474121,6.200439453,9.58203125
374.4518589,149.8331668,-47.85913086,112.2805176,-83.9375
374.2612011,149.756877,26.69140625,179.8022461,-35.65234375
374.0705434,149.6805872,34.66430664,155.3547363,67.6796875
373.8798856,149.6042974,13.87768555,66.94799805,92.40234375
373.6892278,149.5280076,16.13696289,-11.8684082,52.375
373.4985701,149.4517178,5.258544922,-26.88354492,52.6328125
373.3079123,149.375428,-54.48413086,21.6496582,106.0664063
373.1172545,149.2991382,-98.57739258,80.68579102,123.4648438
372.9265968,149.2228484,-54.95727539,81.95947266,74.40625
372.735939,149.1465586,20.63964844,10.21386719,45.859375
372.5452812,149.0702688,14.14697266,-60.29394531,102.3710938
372.3546235,148.993979,-67.44726563,-33.24145508,170.0117188
372.1639657,148.9176892,-99.21069336,89.39257813,129.0351563
371.9733079,148.8413994,-27.22119141,189.0234375,-15.94140625
371.7826501,148.7651096,51.9140625,161.8581543,-130.4570313
371.5919924,148.6888198,40.01855469,44.1105957,-113.0117188
371.4013346,148.61253,-20.93774414,-29.55224609,-5.2421875
371.2106768,148.5362402,-23.10302734,20.16503906,80.16796875
371.0200191,148.4599504,45.3684082,140.5549316,96.9765625
370.8293613,148.3836606,91.88525391,219.7990723,89.75
370.6387035,148.3073708,55.87329102,200.5686035,100.0976563
370.4480458,148.231081,-18.41113281,113.690918,102.7421875
370.257388,148.1547912,-55.31347656,29.27978516,57.97265625
370.0667302,148.0785014,-37.19555664,-6.295166016,-8.15625
369.8760724,148.0022116,3.557861328,2.254394531,-27.07421875
369.6854147,147.9259218,36.58837891,19.3293457,8.33203125
369.4947569,147.849632,41.73242188,24.56689453,17.8046875
369.3040991,147.7733422,1.005126953,33.47900391,-52.609375
369.1134414,147.6970524,-66.46801758,63.3815918,-132.28125
368.9227836,147.6207626,-82.83544922,93.4699707,-107.2148438
368.7321258,147.5444728,7.187255859,88.3918457,11.45703125
368.5414681,147.468183,128.9570313,58.11791992,81.0625
368.3508103,147.3918932,129.996582,53.89990234,17.90625
368.1601525,147.3156034,-19.71850586,89.71142578,-80.64453125
367.9694948,147.2393136,-151.5585938,108.1086426,-69.3671875
367.778837,147.1630238,-99.97338867,58.03198242,42.609375
367.5881792,147.086734,69.60205078,-23.99584961,113.984375
367.3975214,147.0104442,142.9460449,-57.84887695,76.5625
367.2068637,146.9341544,52.09130859,-29.00268555,14.08984375
367.0162059,146.8578646,-42.20678711,2.6796875,14.125
366.8255481,146.7815748,1.981689453,4.797607422,40.828125
366.6348904,146.705285,110.0356445,18.94824219,19.42578125
366.4442326,146.6289952,131.5893555,76.52563477,-26.00390625
366.2535748,146.5527054,71.00952148,126.2851563,-12.0859375
366.0629171,146.4764156,39.63183594,104.1357422,57.59375
365.8722593,146.4001258,42.77734375,40.50537109,82.63671875
365.6816015,146.323836,-15.75683594,23.90771484,12.05078125
365.4909438,146.2475462,-122.4367676,64.11547852,-77.41796875
365.300286,146.1712564,-125.0703125,73.13012695,-82.49609375
365.1096282,146.0949666,25.62695313,8.579589844,-1.3125
364.9189704,146.0186768,158.8054199,-42.43969727,78.17578125
364.7283127,145.942387,114.0187988,12.19555664,86.234375
364.5376549,145.8660972,-25.76757813,114.4362793,31.890625
364.3469971,145.7898074,-64.19433594,118.8974609,-26.44140625
364.1563394,145.7135176,24.01831055,0.639160156,-39.51171875
363.9656816,145.6372278,91.67749023,-99.06811523,-1.59375
363.7750238,145.560938,65.7734375,-67.63427734,52.88671875
363.5843661,145.4846482,31.58300781,24.78710938,86.02734375
363.3937083,145.4083584,56.81518555,36.83276367,93.3515625
363.2030505,145.3320686,86.29736328,-36.84667969,96.75
363.0123928,145.2557788,68.56298828,-69.11621094,103.2148438
362.821735,145.179489,55.85864258,1.997314453,91.25390625
362.6310772,145.1031992,91.86010742,83.31713867,44.78125
362.4404194,145.0269094,107.1630859,68.29467773,-18.1796875
362.2497617,144.9506196,37.74975586,-15.11010742,-59.10546875
362.0591039,144.8743298,-32.36303711,-63.93188477,-49.58984375
361.8684461,144.79804,18.58911133,-52.68603516,6.67578125
361.6777884,144.7217502,138.5141602,-41.65307617,61.94140625
361.4871306,144.6454604,147.4450684,-53.49853516,48.6953125
361.2964728,144.5691706,1.40625,-34.55126953,-41.703125
361.1058151,144.4928808,-130.2773438,40.20605469,-114.2617188
360.9151573,144.416591,-101.0922852,102.9831543,-67.8828125
360.7244995,144.3403012,18.73388672,86.65063477,56.2265625
360.5338418,144.2640114,68.06030273,30.75830078,106.4101563
360.343184,144.1877216,24.08325195,26.80175781,32.30859375
360.1525262,144.1114318,-6.274902344,81.85327148,-32.72265625
359.9618684,144.035142,23.93530273,110.5092773,26.65625
359.7712107,143.9588522,45.50073242,66.95581055,121.2539063
359.5805529,143.8825624,9.997558594,13.46972656,96.515625
359.3898951,143.8062726,-27.00561523,23.29223633,-10.97265625
359.1992374,143.7299828,-2.168945313,70.86352539,-24.4609375
359.0085796,143.653693,54.05883789,75.11279297,81.26171875
358.8179218,143.5774032,70.12866211,21.98852539,127.5703125
358.6272641,143.5011134,38.45727539,-21.91552734,18.9765625
358.4366063,143.4248236,7.231689453,-14.61523438,-98.08203125
358.2459485,143.3485338,-3.647705078,6.695800781,-67.546875
358.0552908,143.272244,-16.97827148,-3.137695313,39.046875
357.864633,143.1959542,-39.14892578,-25.58203125,65.01171875
357.6739752,143.1196644,-44.9296875,-16.78930664,29.01953125
357.4833174,143.0433746,-28.08178711,20.49023438,59.62890625
357.2926597,142.9670848,-18.19238281,51.40454102,142.2929688
357.1020019,142.890795,-29.79956055,71.52270508,138.9453125
356.9113441,142.8145052,-34.24829102,100.4560547,44.0390625
356.7206864,142.7382154,-5.454345703,122.8359375,11.26953125
356.5300286,142.6619256,38.53125,96.16894531,89.390625
356.3393708,142.5856358,67.62353516,27.69775391,130.046875
356.1487131,142.509346,86.44287109,-13.98754883,40.17578125
355.9580553,142.4330562,113.4238281,8.305419922,-52.7578125
355.7673975,142.3567664,130.6242676,43.6105957,-9.2890625
355.5767398,142.2804766,97.09033203,26.6628418,97.0390625
355.386082,142.2041868,12.76928711,-30.32104492,112.8203125
355.1954242,142.127897,-67.54272461,-66.32055664,46.85546875
355.0047664,142.0516072,-95.23876953,-61.65722656,9.00390625
354.8141087,141.9753174,-76.88623047,-43.49731445,-5.984375
354.6234509,141.8990276,-50.95751953,-20.36987305,-79.328125
354.4327931,141.8227378,-39.1887207,22.52319336,-159.65625
354.2421354,141.746448,-36.53735352,62.2824707,-104.890625
354.0514776,141.6701582,-31.01928711,41.59301758,61.78515625
353.8608198,141.5938684,-15.84423828,-42.43701172,145.5351563
353.6701621,141.5175786,6.002197266,-108.4179688,79.22265625
353.4795043,141.4412888,15.05151367,-86.73803711,30.05859375
353.2888465,141.364999,-13.06030273,-6.752441406,112.9179688
353.0981888,141.2887092,-72.26464844,48.01098633,184.0039063
352.907531,141.2124194,-115.2404785,39.50878906,72.890625
352.7168732,141.1361296,-100.2922363,-5.347412109,-121.875
352.5262154,141.0598398,-42.74560547,-42.69165039,-161.8476563
352.3355577,140.98355,2.385742188,-37.02099609,-15.80078125
352.1448999,140.9072602,5.927001953,33.00488281,120.6484375
351.9542421,140.8309704,-10.37280273,142.0646973,129.2578125
351.7635844,140.7546806,-15.18554688,207.4785156,100.625
351.5729266,140.6783908,-7.747314453,164.4777832,133.6132813
351.3822688,140.602101,-3.850830078,48.15332031,174.4609375
351.1916111,140.5258112,-0.608642578,-44.74145508,132.7304688
351.0009533,140.4495214,23.49511719,-67.66967773,35.953125
350.8102955,140.3732316,74.83447266,-48.56689453,-21.6328125
350.6196378,140.2969418,123.949707,-14.49926758,-9.65234375
350.42898,140.220652,126.6513672,37.65454102,33.1328125
350.2383222,140.1443622,69.99291992,87.2890625,67.44921875
350.0476644,140.0680724,-3.450439453,82.97558594,68.8515625
349.8570067,139.9917827,-29.7331543,21.84399414,28.796875
349.6663489,139.9154929,6.240478516,-28.04589844,-7.5390625
349.4756911,139.8392031,45.95092773,-24.99609375,37.08203125
349.2850334,139.7629133,24.03564453,-12.80053711,156.6015625
349.0943756,139.6866235,-47.51831055,-33.59765625,229.046875
348.9037178,139.6103337,-93.39599609,-44.37451172,166.3164063
348.7130601,139.5340439,-75.48779297,8.608642578,38.91796875
348.5224023,139.4577541,-39.05273438,82.83398438,-25.87890625
348.3317445,139.3814643,-37.21948242,95.39868164,-14.9765625
348.1410867,139.3051745,-49.02124023,54.765625,-4.09375
347.950429,139.2288847,-17.88305664,40.07006836,-8.78515625
347.7597712,139.1525949,49.48779297,62.87963867,19.69140625
347.5691134,139.0763051,81.08276367,55.04125977,67.359375
347.3784557,139.0000153,41.98803711,1.979492188,55.57421875
347.1877979,138.9237255,-16.34960938,-22.97705078,-16.328125
346.9971401,138.8474357,-36.44116211,7.800292969,-46.65625
346.8064824,138.7711459,-37.62646484,15.58740234,9.08984375
346.6158246,138.6948561,-68.80761719,-49.8203125,62.98828125
346.4251668,138.6185663,-105.6245117,-108.2268066,37.9765625
346.2345091,138.5422765,-65.66040039,-65.28320313,-12.99609375
346.0438513,138.4659867,59.9987793,43.26831055,-9.69140625
345.8531935,138.3896969,155.119873,116.2900391,21.8203125
345.6625357,138.3134071,110.4335938,133.2668457,20.33984375
345.471878,138.2371173,-26.30981445,129.765625,27.2421875
345.2812202,138.1608275,-100.9772949,82.67724609,126.5976563
345.0905624,138.0845377,-52.18725586,-44.16625977,274.1914063
344.8999047,138.0082479,15.24365234,-164.2758789,315.9570313
344.7092469,137.9319581,-8.693603516,-133.5270996,193.4257813
344.5185891,137.8556683,-74.34619141,28.14550781,25.15234375
344.3279314,137.7793785,-49.59301758,130.0690918,-49.703125
344.1372736,137.7030887,70.2980957,80.23925781,-19.640625
343.9466158,137.6267989,136.7702637,16.20361328,47.95703125
343.7559581,137.5505091,55.76757813,75.41430664,116.3164063
343.5653003,137.4742193,-73.94628906,171.8679199,171.6679688
343.3746425,137.3979295,-96.15942383,145.1679688,170.1796875
343.1839847,137.3216397,-5.298828125,33.08666992,80.55859375
342.993327,137.2453499,68.48950195,11.62402344,-40.72265625
342.8026692,137.1690601,48.21948242,101.6062012,-89.7578125
342.6120114,137.0927703,-13.56762695,131.2470703,-31.80078125
342.4213537,137.0164805,-45.89501953,17.77124023,72.578125
342.2306959,136.9401907,-51.01879883,-95.28027344,154.4023438
342.0400381,136.8639009,-54.91015625,-63.52075195,196.2421875
341.8493804,136.7876111,-45.34008789,43.46948242,199.7773438
341.6587226,136.7113213,-9.665039063,72.73193359,151.8984375
341.4680648,136.6350315,20.56665039,27.62304688,58.2734375
341.2774071,136.5587417,14.68457031,31.60375977,-24.21875
341.0867493,136.4824519,-7.705322266,107.2058105,-35.57421875
340.8960915,136.4061621,-19.08813477,142.7905273,10.48828125
340.7054337,136.3298723,-36.1875,78.73071289,34.609375
340.514776,136.2535825,-78.12548828,-4.936279297,-10.03125
340.3241182,136.1772927,-109.451416,-20.59375,-73.4375
340.1334604,136.1010029,-85.89257813,10.40429688,-69.55078125
339.9428027,136.0247131,-29.91333008,23.79223633,10.890625
339.7521449,135.9484233,2.164550781,16.33251953,87.20703125
339.5614871,135.8721335,4.817382813,22.41333008,97.13671875
339.3708294,135.7958437,7.404296875,38.93066406,74.6328125
339.1801716,135.7195539,-1.115234375,34.8125,84.27734375
338.9895138,135.6432641,-44.17871094,7.949951172,115.3828125
338.7988561,135.5669743,-66.7902832,-13.60107422,104.625
338.6081983,135.4906845,18.16552734,-7.59375,51.859375
338.4175405,135.4143947,172.373291,35.31469727,35.71484375
338.2268827,135.3381049,233.763916,110.1218262,94.06640625
338.036225,135.2618151,131.5583496,171.8747559,160.203125
337.8455672,135.1855253,-0.951416016,152.3557129,158.9804688
337.6549094,135.1092355,-11.33666992,49.92382813,105.3242188
337.4642517,135.0329457,59.89746094,-34.11865234,54.04296875
337.2735939,134.9566559,64.26367188,-10.18286133,8.47265625
337.0829361,134.8803661,-15.52270508,75.97460938,-49.82421875
336.8922784,134.8040763,-49.61767578,106.3178711,-86.078125
336.7016206,134.7277865,24.49755859,59.56518555,-54.96875
336.5109628,134.6514967,109.3676758,28.26977539,7.19140625
336.3203051,134.5752069,107.8203125,61.51855469,25.94140625
336.1296473,134.4989171,61.10327148,91.29833984,11.19140625
335.9389895,134.4226273,56.31591797,59.29760742,34.99609375
335.7483317,134.3463375,79.6472168,25.14013672,87.03125
335.557674,134.2700477,54.09838867,67.54418945,70.5625
335.3670162,134.1937579,-19.69921875,140.3330078,-26.95703125
335.1763584,134.1174681,-55.69140625,130.0537109,-81.21484375
334.9857007,134.0411783,-13.30078125,34.00927734,-14.12109375
334.7950429,133.9648885,40.86914063,-24.26953125,80.61328125
334.6043851,133.8885987,27.39526367,29.97558594,87.50390625
334.4137274,133.8123089,-39.06713867,124.7126465,49.171875
334.2230696,133.7360191,-73.64550781,155.3027344,74.55078125
334.0324118,133.6597293,-30.78271484,119.0646973,137.5898438
333.8417541,133.5834395,45.28198242,77.54760742,116.0703125
333.6510963,133.5071497,81.52294922,43.8984375,6.19140625
333.4604385,133.4308599,60.57421875,-11.62719727,-52.640625
333.2697807,133.3545701,23.37792969,-68.89526367,14.7734375
333.079123,133.2782803,2.576416016,-56.71533203,118.2851563
332.8884652,133.2019905,-6.458251953,40.20556641,148.4179688
332.6978074,133.1257007,-0.078857422,136.875,112.0625
332.5071497,133.0494109,54.50708008,144.5739746,71.546875
332.3164919,132.9731211,149.6450195,72.84277344,46.83984375
332.1258341,132.8968313,192.826416,-0.506835938,38.42578125
331.9351764,132.8205415,112.2131348,-33.33789063,61.375
331.7445186,132.7442517,-12.35449219,-47.82763672,92.25390625
331.5538608,132.6679619,-25.46191406,-62.09204102,62.00390625
331.3632031,132.5916721,81.8371582,-42.59912109,-28.3828125
331.1725453,132.5153823,138.8347168,46.92382813,-64.40234375
330.9818875,132.4390925,40.23974609,170.7636719,25.375
330.7912297,132.3628027,-86.06396484,234.9924316,140.9257813
330.600572,132.2865129,-61.81201172,188.4482422,138.953125
330.4099142,132.2102231,72.25097656,86.61743164,32.73828125
330.2192564,132.1339333,112.7915039,28.8659668,-45.65234375
330.0285987,132.0576435,-10.47192383,40.77783203,-39.0625
329.8379409,131.9813537,-147.4499512,53.80810547,-1.1015625
329.6472831,131.9050639,-155.7766113,11.08764648,33.73046875
329.4566254,131.8287741,-77.31298828,-46.42285156,83.67578125
329.2659676,131.7524843,-28.11791992,-36.91088867,126.1289063
329.0753098,131.6761945,-26.21777344,41.63671875,103.0976563
328.884652,131.5999047,-16.15917969,101.4907227,40.15234375
328.6939943,131.5236149,11.65991211,81.73046875,34.26171875
328.5033365,131.4473251,19.97998047,24.98339844,90.91015625
328.3126787,131.3710353,1.169433594,10.50708008,100.3828125
328.122021,131.2947455,-22.53540039,46.64282227,23.4375
327.9313632,131.2184557,-44.89916992,69.52197266,-33.31640625
327.7407054,131.1421659,-58.69140625,32.48779297,-0.875
327.5500477,131.0658761,-29.13183594,-40.96630859,28.32421875
327.3593899,130.9895863,48.19067383,-90.54345703,-30.3359375
327.1687321,130.9132965,99.73730469,-77.94140625,-83.30078125
326.9780744,130.8370067,63.52099609,-15.9050293,-7.75
326.7874166,130.7607169,-2.5234375,37.22827148,118.1445313
326.5967588,130.6844271,8.091552734,20.11254883,113.6445313
326.406101,130.6081373,86.00366211,-63.76538086,-15.7578125
326.2154433,130.5318475,115.2392578,-127.4299316,-74.53515625
326.0247855,130.4555577,56.5090332,-88.76049805,30.21875
325.8341277,130.3792679,16.11767578,22.35546875,168.5546875
325.64347,130.3029781,87.03417969,92.14575195,204.734375
325.4528122,130.2266883,205.1264648,68.40966797,173.0976563
325.2621544,130.1503985,231.4001465,20.515625,158.140625
325.0714967,130.0741087,129.8813477,22.58862305,139.0351563
324.8808389,129.9978189,0.039550781,39.71826172,66.59765625
324.6901811,129.9215291,-46.72290039,0.439208984,-5.0234375
324.4995234,129.8452393,4.186523438,-58.82568359,9.515625
324.3088656,129.7689495,76.78686523,-24.69140625,79.7734375
324.1182078,129.6926597,91.17871094,109.328125,100.4453125
323.92755,129.6163699,46.19165039,193.2653809,47.8359375
323.7368923,129.5400801,16.14990234,114.1550293,-6.015625
323.5462345,129.4637903,48.65380859,-35.31665039,-14.125
323.3555767,129.3875005,87.30615234,-71.70385742,5.95703125
323.164919,129.3112107,50.55834961,30.7800293,40.7265625
322.9742612,129.2349209,-27.45068359,111.3098145,94.20703125
322.7836034,129.1586311,-25.24267578,51.88134766,132.1796875
322.5929457,129.0823413,77.71582031,-65.81469727,103.5820313
322.4022879,129.0060515,143.7922363,-90.81713867,32.37109375
322.2116301,128.9297617,66.75439453,-16.35473633,6.26171875
322.0209724,128.8534719,-73.87768555,31.14428711,49.484375
321.8303146,128.7771821,-133.1523438,-8.844726563,81.84765625
321.6396568,128.7008923,-96.46972656,-47.23632813,39.2578125
321.448999,128.6246025,-47.11157227,10.08642578,-31.4375
321.2583413,128.5483127,-1.258300781,117.6748047,-45.20703125
321.0676835,128.4720229,88.5234375,159.2421875,2.12109375
320.8770257,128.3957331,192.3203125,116.454834,39.2109375
320.686368,128.3194433,211.1345215,83.59350586,17.296875
320.4957102,128.2431535,138.609375,115.0183105,-38.42578125
320.3050524,128.1668637,82.83300781,140.404541,-62.92578125
320.1143947,128.0905739,95.39111328,72.66162109,-13.6171875
319.9237369,128.0142841,102.4238281,-55.12182617,87.1484375
319.7330791,127.9379943,52.15258789,-123.8388672,160.6875
319.5424214,127.8617045,8.275634766,-80.19726563,145.9375
319.3517636,127.7854147,25.90649414,6.818359375,71.15625
319.1611058,127.7091249,45.35571289,45.9921875,20.046875
318.970448,127.6328351,-0.229736328,25.95117188,23.4609375
318.7797903,127.5565453,-64.69335938,-5.864990234,34.453125
318.5891325,127.4802555,-76.52685547,-20.43945313,24.86328125
318.3984747,127.4039657,-64.98266602,-20.48608398,40.99609375
318.207817,127.3276759,-87.0012207,-2.104736328,117.6601563
318.0171592,127.2513861,-100.0310059,44.80786133,191.4804688
317.8265014,127.1750963,-37.3215332,99.21118164,169.1445313
317.6358437,127.0988065,43.34057617,119.5263672,59.16796875
317.4451859,127.0225167,30.78027344,106.2502441,-28.953125
317.2545281,126.9462269,-48.67578125,112.4174805,-14.42578125
317.0638704,126.8699371,-63.11352539,162.8933105,74.3203125
316.8732126,126.7936473,9.327636719,198.5605469,149.4492188
316.6825548,126.7173575,56.43945313,148.862793,155.3828125
316.491897,126.6410677,40.3581543,43.05102539,106.9257813
