200.0318551,-8.108642578
199.9555653,-131.4543457
199.8792755,-143.4924316
199.8029857,-25.87719727
199.7266959,51.14428711
199.6504061,-7.255859375
199.5741163,-84.61352539
199.4978265,-56.25341797
199.4215367,23.50170898
199.3452469,49.02905273
199.2689571,48.66455078
199.1926673,95.46948242
199.1163775,128.2092285
199.0400877,36.64794922
198.9637979,-119.8269043
198.8875081,-160.0354004
198.8112183,-50.23681641
198.7349285,42.33007813
198.6586387,1.364501953
198.5823489,-86.23779297
198.5060591,-94.85668945
198.4297693,-40.31176758
198.3534795,-2.702636719
198.2771897,19.01196289
198.2008999,60.33422852
198.1246101,79.41552734
198.0483203,18.28393555
197.9720305,-70.82861328
197.8957407,-85.08300781
197.8194509,-35.17260742
197.7431611,-28.48803711
197.6668713,-89.64868164
197.5905815,-120.0197754
197.5142917,-63.13867188
197.4380019,3.997802734
197.3617121,1.524902344
197.2854223,-26.37646484
197.2091325,3.907714844
197.1328427,69.47851563
197.0565529,75.39428711
196.9802631,6.868896484
196.9039733,-46.40307617
196.8276835,-23.85839844
196.7513937,25.31616211
196.6751039,25.01245117
196.5988141,-18.78076172
196.5225243,-36.07958984
196.4462345,6.506103516
196.3699447,68.14770508
196.2936549,94.23388672
196.2173651,78.22265625
196.1410753,49.13085938
196.0647855,22.45288086
195.9884957,-8.444580078
195.9122059,-39.61767578
195.8359161,-48.85449219
195.7596263,-32.72924805
195.6833365,-23.5715332
195.6070467,-45.17163086
195.5307569,-71.18554688
195.4544671,-58.66235352
195.3781773,-10.64135742
195.3018875,29.13134766
195.2255977,35.77075195
195.1493079,19.17431641
195.0730181,-12.45141602
194.9967283,-55.3515625
194.9204385,-75.40405273
194.8441487,-32.35498047
194.7678589,41.95800781
194.6915691,55.22998047
194.6152793,-16.87426758
194.5389895,-77.70263672
194.4626997,-43.20068359
194.3864099,30.14306641
194.3101201,32.74145508
194.2338303,-26.68066406
194.1575405,-43.3449707
194.0812507,3.66015625
194.0049609,13.51245117
193.9286711,-65.83374023
193.8523813,-139.6340332
193.7760915,-104.607666
193.6998017,-4.432861328
193.6235119,35.51831055
193.5472221,-20.69555664
193.4709323,-97.07397461
193.3946425,-127.703125
193.3183527,-120.9836426
193.2420629,-106.4042969
193.1657731,-86.19702148
193.0894833,-54.00292969
193.0131935,-17.14916992
192.9369037,12.30175781
192.8606139,24.35351563
192.7843241,13.75195313
192.7080343,-2.892089844
192.6317445,4.875488281
